N,P,K,pH,EC,soil_temp_C,soil_moisture,crop,growth_stage,recommended_fertilizer
61,29,33,7.42,0.89,30,34,sugarcane,vegetative,Single Super Phosphate
45,17,34,6.01,1.49,33,26,rice,flowering,NPK 14-35-14
54,17,18,7.25,0.71,31,44,soybean,vegetative,Urea
69,26,34,7.35,1.04,24,33,groundnut,flowering,NPK 14-35-14
44,29,36,6.84,1.49,33,59,groundnut,flowering,DAP
43,29,38,7.36,1.29,26,55,soybean,vegetative,NPK 19-19-19
32,32,17,6.3,1.49,31,54,soybean,maturity,MOP
26,25,45,7.41,1.47,24,43,groundnut,vegetative,Single Super Phosphate
55,23,20,6.91,0.99,29,34,sugarcane,maturity,MOP
64,20,44,5.58,1.2,20,30,rice,vegetative,Single Super Phosphate
39,16,17,7.31,0.61,31,43,wheat,maturity,NPK 12-32-16
20,25,48,6.47,0.94,36,30,rice,vegetative,Single Super Phosphate
27,22,42,6.42,1.31,28,36,sugarcane,maturity,NPK 12-32-16
65,24,45,6.63,1.01,22,25,soybean,maturity,NPK 12-32-16
35,33,40,5.8,1.2,30,40,sugarcane,vegetative,Single Super Phosphate
33,25,25,6.44,1.25,27,27,rice,vegetative,Single Super Phosphate
31,30,47,7.16,0.75,24,34,sugarcane,flowering,NPK 10-26-26
42,32,47,5.53,1.38,34,51,wheat,maturity,NPK 12-32-16
34,33,26,6.05,0.96,33,29,sugarcane,vegetative,NPK 19-19-19
47,18,19,5.5,0.71,25,47,maize,flowering,NPK 10-26-26
53,12,37,6.33,1.37,34,34,sugarcane,vegetative,Single Super Phosphate
21,28,47,6.96,0.92,30,31,rice,maturity,MOP
51,29,32,7.1,1.25,28,37,maize,vegetative,Single Super Phosphate
42,14,39,7.39,1.05,37,56,soybean,vegetative,Urea
41,19,15,6.72,0.88,35,43,rice,flowering,DAP
44,26,27,6.01,1.31,22,56,groundnut,vegetative,Single Super Phosphate
41,24,33,7.35,1.08,23,48,wheat,flowering,DAP
41,32,23,7.05,0.89,37,29,sugarcane,maturity,NPK 12-32-16
68,34,27,6.65,0.61,31,33,sugarcane,maturity,NPK 12-32-16
61,17,49,6.89,1.4,29,35,rice,vegetative,Single Super Phosphate
25,24,48,7.35,0.54,21,56,sugarcane,flowering,DAP
34,30,40,6.92,1.36,24,30,sugarcane,maturity,NPK 12-32-16
62,23,29,6.24,0.86,28,45,soybean,vegetative,Urea
56,29,21,6.93,1.14,37,59,sugarcane,vegetative,Urea
52,16,29,5.58,1.42,19,38,sugarcane,vegetative,NPK 19-19-19
27,30,12,6.27,0.65,21,37,soybean,vegetative,NPK 19-19-19
63,32,32,6.31,1.07,24,49,groundnut,vegetative,Single Super Phosphate
63,21,12,5.83,1.26,18,51,sugarcane,flowering,DAP
24,26,26,5.55,1.26,32,42,groundnut,vegetative,Single Super Phosphate
58,26,15,5.77,1.03,37,31,soybean,vegetative,Single Super Phosphate
23,19,31,6.81,1.12,39,32,wheat,vegetative,Urea
25,28,21,7.1,1.26,25,40,sugarcane,vegetative,Urea
64,23,34,7.48,1.34,22,40,rice,vegetative,Single Super Phosphate
51,20,45,6.19,1.26,31,48,maize,vegetative,NPK 19-19-19
49,11,44,6.7,0.85,35,48,wheat,vegetative,Single Super Phosphate
66,27,45,7.37,1.5,20,46,sugarcane,maturity,NPK 12-32-16
54,16,21,5.83,0.93,19,48,rice,maturity,MOP
59,21,31,6.94,0.52,39,34,maize,vegetative,NPK 19-19-19
35,11,12,7.01,0.86,33,31,soybean,flowering,NPK 14-35-14
32,29,24,5.68,0.63,31,38,sugarcane,vegetative,Urea
69,27,12,7.22,0.62,33,31,groundnut,flowering,NPK 10-26-26
61,15,16,7.13,0.78,28,42,groundnut,flowering,NPK 10-26-26
49,33,27,5.57,0.55,34,24,soybean,flowering,NPK 10-26-26
38,19,26,5.68,1.19,20,45,wheat,flowering,DAP
36,29,39,5.6,0.57,22,29,groundnut,flowering,NPK 14-35-14
38,24,42,6.17,0.7,20,41,maize,maturity,MOP
47,14,34,6.52,0.59,32,58,groundnut,vegetative,Urea
45,29,28,6.56,0.56,22,42,maize,maturity,NPK 12-32-16
56,12,45,6.04,0.77,39,30,groundnut,maturity,MOP
45,14,24,7.32,1.07,20,47,soybean,vegetative,NPK 19-19-19
42,34,25,6.24,1.46,23,50,soybean,maturity,MOP
28,17,22,5.59,1.38,31,27,groundnut,vegetative,NPK 19-19-19
31,17,39,6.1,1.38,19,58,wheat,vegetative,Urea
20,17,43,6.56,0.68,35,47,rice,vegetative,Urea
20,21,46,6.32,0.76,23,35,groundnut,vegetative,Urea
66,33,42,6.05,0.58,22,50,sugarcane,flowering,NPK 10-26-26
53,32,28,5.76,1.28,31,35,rice,flowering,NPK 14-35-14
51,17,20,7.14,0.57,34,24,groundnut,maturity,NPK 12-32-16
67,20,21,7.49,1.06,28,54,maize,vegetative,NPK 19-19-19
44,23,19,6.16,0.75,18,44,sugarcane,vegetative,Urea
59,17,32,6.26,0.74,27,32,wheat,vegetative,NPK 19-19-19
64,33,24,6.74,1.49,26,48,rice,vegetative,Urea
20,19,16,6.94,1.26,37,46,rice,flowering,NPK 14-35-14
35,16,17,6.28,1.34,29,59,sugarcane,flowering,NPK 14-35-14
58,26,41,7.31,1.07,18,36,wheat,flowering,DAP
24,13,42,6.62,1.37,35,56,groundnut,maturity,MOP
41,22,28,6.4,1.15,29,57,wheat,vegetative,Urea
48,13,22,6.79,1.45,19,48,groundnut,flowering,NPK 10-26-26
22,14,31,7.41,0.78,18,53,rice,flowering,NPK 10-26-26
31,31,20,7.09,1.1,18,49,groundnut,vegetative,Single Super Phosphate
45,13,13,5.58,1.19,18,50,rice,flowering,NPK 14-35-14
35,27,48,6.16,0.89,39,41,soybean,vegetative,Urea
56,15,12,6.44,1.38,29,44,sugarcane,vegetative,Single Super Phosphate
41,33,15,6.13,1.48,24,23,wheat,flowering,NPK 14-35-14
48,33,47,6.9,0.99,21,54,maize,maturity,MOP
33,32,36,7.15,0.89,38,28,sugarcane,vegetative,Urea
47,31,14,6.96,0.97,37,45,groundnut,maturity,NPK 12-32-16
24,11,20,7.48,1.35,21,46,soybean,flowering,NPK 10-26-26
66,32,33,6.05,1.15,32,46,sugarcane,vegetative,Urea
68,20,34,7.25,0.54,18,37,rice,vegetative,Urea
49,23,23,7.03,1.04,23,49,sugarcane,flowering,NPK 14-35-14
65,14,21,6.22,0.52,31,50,groundnut,maturity,NPK 12-32-16
24,15,45,6.97,1.28,31,22,sugarcane,flowering,DAP
31,19,21,5.71,0.83,27,48,sugarcane,flowering,NPK 14-35-14
35,17,41,7.08,0.97,24,26,groundnut,flowering,DAP
45,23,33,6.56,1.3,39,37,maize,maturity,MOP
45,33,17,6.08,0.55,29,35,soybean,vegetative,NPK 19-19-19
67,12,13,6.81,0.66,36,51,sugarcane,vegetative,NPK 19-19-19
40,21,41,6.78,0.9,26,57,sugarcane,flowering,NPK 14-35-14
58,25,13,5.92,0.73,20,44,maize,flowering,DAP
55,32,43,5.56,0.84,21,51,wheat,maturity,NPK 12-32-16
52,26,27,6.37,1.5,30,38,sugarcane,flowering,DAP
49,10,23,6.64,1.33,27,22,groundnut,maturity,NPK 12-32-16
56,32,12,7.25,1.38,31,54,groundnut,maturity,MOP
42,19,19,7.36,1.44,23,48,sugarcane,maturity,MOP
29,34,24,6.56,0.84,25,30,wheat,flowering,NPK 14-35-14
24,32,26,7.01,0.8,36,25,groundnut,vegetative,Single Super Phosphate
55,19,19,6.38,0.73,27,38,sugarcane,maturity,NPK 12-32-16
53,30,21,6.99,1.33,39,56,sugarcane,vegetative,NPK 19-19-19
50,33,16,5.91,1.18,22,46,sugarcane,maturity,NPK 12-32-16
29,11,30,6.24,0.74,22,24,soybean,flowering,NPK 10-26-26
38,18,49,6.77,0.88,22,45,groundnut,maturity,MOP
51,31,22,5.54,1.01,26,54,rice,maturity,NPK 12-32-16
20,22,31,6.94,1.03,26,38,soybean,vegetative,Single Super Phosphate
24,34,31,7.17,1.39,32,36,wheat,flowering,DAP
64,25,32,6.3,0.88,26,54,soybean,maturity,NPK 12-32-16
23,27,29,6.4,1.41,31,32,soybean,flowering,DAP
35,28,21,7.2,0.94,23,33,maize,vegetative,Urea
43,21,45,7.05,1.25,39,49,wheat,flowering,NPK 10-26-26
35,17,37,6.08,1.43,37,36,wheat,flowering,NPK 10-26-26
21,26,41,6.15,1.41,25,56,wheat,vegetative,Urea
68,24,20,6.86,0.56,19,34,soybean,maturity,MOP
47,19,42,6.63,0.71,22,37,wheat,maturity,MOP
51,24,15,5.82,0.98,34,33,groundnut,flowering,NPK 14-35-14
46,24,17,6.12,0.93,27,33,maize,maturity,MOP
39,32,25,7.3,1.14,31,52,sugarcane,vegetative,Single Super Phosphate
43,16,15,6.88,1.44,35,57,soybean,flowering,NPK 10-26-26
31,22,37,7.47,0.61,18,30,sugarcane,flowering,DAP
69,26,28,7.03,0.95,39,30,sugarcane,maturity,NPK 12-32-16
54,18,30,7.38,0.69,19,45,soybean,maturity,MOP
52,17,17,5.93,1.39,21,22,groundnut,maturity,NPK 12-32-16
52,29,40,7.04,1.46,30,44,soybean,flowering,DAP
62,30,22,5.54,0.98,33,36,wheat,maturity,MOP
56,27,27,6.84,0.6,22,41,maize,flowering,NPK 10-26-26
31,22,41,6.44,1.29,27,48,soybean,maturity,NPK 12-32-16
22,25,36,6.19,1.2,34,45,sugarcane,flowering,DAP
20,18,22,7.22,0.85,28,53,soybean,flowering,NPK 14-35-14
52,21,18,7.21,1.39,22,45,maize,flowering,NPK 14-35-14
59,21,37,5.54,1.48,32,28,rice,maturity,MOP
29,15,33,6.72,1.06,21,59,groundnut,maturity,MOP
62,28,36,6.24,1.07,24,30,sugarcane,vegetative,NPK 19-19-19
63,16,30,6.33,0.8,27,26,rice,flowering,DAP
48,34,42,7.16,1.08,21,49,rice,maturity,MOP
32,12,37,6.12,0.94,37,21,maize,vegetative,Single Super Phosphate
31,25,47,7.39,0.8,22,49,groundnut,vegetative,NPK 19-19-19
50,27,34,5.86,0.57,22,23,soybean,maturity,MOP
65,25,24,6.83,0.75,28,33,rice,flowering,DAP
21,32,36,6.84,0.7,36,32,wheat,vegetative,Single Super Phosphate
69,16,13,6.0,1.04,22,44,soybean,vegetative,NPK 19-19-19
54,13,13,6.15,1.1,38,32,groundnut,flowering,NPK 10-26-26
42,34,27,7.17,1.11,25,32,sugarcane,maturity,NPK 12-32-16
36,17,20,7.02,0.89,24,56,soybean,flowering,NPK 14-35-14
45,22,39,6.16,0.92,25,25,maize,flowering,DAP
27,22,24,6.57,1.33,30,45,maize,maturity,MOP
48,26,46,5.62,0.98,22,33,sugarcane,vegetative,NPK 19-19-19
45,26,24,5.92,1.49,35,27,sugarcane,flowering,NPK 10-26-26
29,14,42,6.47,0.94,26,43,sugarcane,vegetative,Single Super Phosphate
45,15,32,5.67,1.15,19,41,maize,vegetative,NPK 19-19-19
53,28,43,7.19,0.55,33,59,groundnut,vegetative,Urea
60,22,45,6.94,1.15,31,58,groundnut,maturity,MOP
26,34,19,7.39,1.35,34,40,soybean,vegetative,NPK 19-19-19
23,23,13,6.89,1.44,23,45,rice,flowering,NPK 14-35-14
69,31,49,7.38,1.5,20,29,rice,flowering,DAP
64,13,43,6.61,0.78,34,32,wheat,flowering,DAP
30,16,39,6.7,1.08,30,33,maize,maturity,MOP
48,17,48,7.45,0.95,23,28,sugarcane,flowering,NPK 10-26-26
55,34,12,6.78,1.06,25,26,groundnut,maturity,MOP
44,22,21,5.56,0.66,23,58,soybean,vegetative,Urea
40,15,15,6.95,1.36,33,50,groundnut,vegetative,Single Super Phosphate
55,15,46,7.31,1.41,23,35,maize,maturity,NPK 12-32-16
29,33,21,7.09,0.95,34,27,wheat,maturity,MOP
56,30,22,6.67,0.78,38,34,groundnut,maturity,MOP
28,12,25,6.84,0.64,20,44,rice,vegetative,NPK 19-19-19
43,12,49,7.48,1.18,29,57,soybean,maturity,MOP
54,22,23,5.68,0.81,23,34,rice,vegetative,Single Super Phosphate
68,31,28,6.83,1.41,38,44,soybean,vegetative,Urea
54,11,27,6.07,1.17,24,26,sugarcane,flowering,DAP
67,25,46,6.78,1.15,28,45,soybean,vegetative,Urea
55,31,13,6.72,1.06,26,27,sugarcane,maturity,MOP
37,15,22,5.81,0.55,33,37,maize,maturity,MOP
68,17,14,5.91,1.43,22,40,rice,maturity,NPK 12-32-16
58,32,40,6.74,1.13,32,35,soybean,vegetative,NPK 19-19-19
51,17,29,5.76,1.49,38,22,soybean,vegetative,Urea
43,34,31,6.03,1.04,21,20,wheat,flowering,DAP
42,15,25,7.17,1.21,22,32,rice,flowering,DAP
51,23,45,6.15,0.56,24,51,maize,maturity,NPK 12-32-16
56,12,42,6.48,1.13,20,31,sugarcane,vegetative,NPK 19-19-19
31,19,29,7.38,1.26,21,50,maize,maturity,MOP
68,12,41,5.95,1.28,32,21,wheat,maturity,NPK 12-32-16
32,21,36,6.28,1.27,19,27,maize,maturity,NPK 12-32-16
42,26,30,6.71,0.73,22,44,sugarcane,flowering,NPK 14-35-14
44,14,19,7.01,1.48,24,24,rice,maturity,NPK 12-32-16
54,29,39,7.3,1.5,39,21,groundnut,flowering,DAP
60,34,19,7.33,0.58,34,57,wheat,vegetative,Single Super Phosphate
49,18,42,7.05,1.44,25,58,soybean,maturity,NPK 12-32-16
36,30,14,5.96,0.79,26,22,soybean,flowering,DAP
68,29,14,5.55,1.19,27,57,rice,vegetative,Single Super Phosphate
39,16,33,6.27,0.84,28,41,groundnut,flowering,NPK 14-35-14
67,31,28,5.78,1.47,18,59,maize,maturity,NPK 12-32-16
44,13,47,6.92,0.6,32,52,soybean,vegetative,Urea
41,22,28,6.82,1.0,25,51,wheat,vegetative,NPK 19-19-19
32,22,25,5.59,0.93,36,36,groundnut,vegetative,Single Super Phosphate
38,19,20,7.17,0.83,29,37,sugarcane,flowering,NPK 14-35-14
68,27,41,6.0,1.15,23,22,maize,flowering,DAP
55,26,32,6.36,0.63,27,25,groundnut,flowering,NPK 14-35-14
31,29,23,6.84,1.22,22,32,sugarcane,vegetative,Urea
60,29,48,6.36,1.48,24,50,groundnut,maturity,NPK 12-32-16
38,22,43,6.38,1.3,24,36,groundnut,maturity,NPK 12-32-16
31,26,22,5.63,1.36,39,40,maize,vegetative,Single Super Phosphate
28,31,31,6.3,0.86,39,35,wheat,maturity,MOP
26,13,46,7.03,0.82,26,36,sugarcane,vegetative,Urea
47,10,22,7.33,1.02,32,51,wheat,maturity,NPK 12-32-16
33,10,19,6.33,0.55,23,20,sugarcane,maturity,MOP
50,24,15,6.35,1.45,33,57,maize,maturity,NPK 12-32-16
38,22,38,6.91,0.64,24,27,wheat,flowering,NPK 10-26-26
66,26,49,7.39,1.4,32,20,maize,flowering,DAP
35,33,41,6.03,0.58,19,21,groundnut,vegetative,Single Super Phosphate
24,17,38,6.38,1.32,25,56,groundnut,flowering,NPK 10-26-26
54,27,32,7.09,0.65,29,43,maize,vegetative,NPK 19-19-19
31,22,31,6.72,0.54,28,46,sugarcane,flowering,NPK 10-26-26
44,32,15,5.72,1.22,23,39,groundnut,maturity,MOP
40,23,22,6.76,0.78,37,40,sugarcane,flowering,DAP
55,17,24,5.87,1.21,30,56,wheat,flowering,NPK 14-35-14
42,17,20,6.52,1.06,33,54,soybean,flowering,NPK 10-26-26
35,24,15,6.56,0.61,25,57,groundnut,vegetative,NPK 19-19-19
58,22,23,7.25,1.43,34,34,groundnut,vegetative,NPK 19-19-19
64,16,20,6.42,0.95,30,49,rice,maturity,MOP
61,14,24,6.06,1.23,21,23,sugarcane,maturity,NPK 12-32-16
58,26,37,5.96,1.0,37,58,maize,maturity,MOP
33,34,49,7.25,1.1,27,34,rice,flowering,NPK 10-26-26
50,25,24,5.84,0.8,39,42,wheat,maturity,NPK 12-32-16
24,32,39,6.35,0.7,37,34,rice,vegetative,Urea
54,11,30,5.87,1.04,33,45,rice,maturity,MOP
42,31,35,7.05,0.94,34,31,soybean,maturity,MOP
48,27,30,6.45,0.89,25,37,soybean,maturity,NPK 12-32-16
62,26,24,6.2,1.17,28,25,rice,maturity,NPK 12-32-16
30,16,24,6.22,1.19,22,37,soybean,maturity,MOP
37,22,39,7.2,0.55,38,43,soybean,vegetative,Urea
66,27,13,6.61,0.84,33,57,rice,flowering,NPK 14-35-14
31,23,21,6.94,0.91,25,47,sugarcane,maturity,MOP
28,27,33,7.29,0.6,38,34,soybean,flowering,NPK 10-26-26
29,22,24,7.3,0.74,33,38,rice,maturity,NPK 12-32-16
63,20,20,6.16,0.55,21,24,sugarcane,flowering,NPK 10-26-26
36,30,44,7.4,1.5,23,23,groundnut,vegetative,Single Super Phosphate
57,30,25,5.55,1.24,38,36,soybean,flowering,DAP
26,25,31,6.25,0.59,25,29,rice,maturity,NPK 12-32-16
65,32,26,7.29,0.52,26,31,soybean,flowering,NPK 10-26-26
32,26,43,6.05,1.22,30,24,sugarcane,flowering,NPK 10-26-26
59,17,44,6.05,0.94,34,26,rice,maturity,NPK 12-32-16
61,28,28,6.11,1.29,26,42,sugarcane,flowering,DAP
28,29,35,6.72,1.42,30,21,groundnut,maturity,NPK 12-32-16
69,24,41,6.38,1.1,26,49,maize,vegetative,NPK 19-19-19
46,18,24,6.95,0.69,23,56,wheat,maturity,MOP
21,29,27,7.29,1.28,27,24,maize,vegetative,NPK 19-19-19
24,19,13,6.85,1.46,22,39,soybean,flowering,NPK 10-26-26
48,21,28,5.91,1.08,24,45,sugarcane,maturity,MOP
56,30,43,7.37,1.18,28,58,rice,flowering,NPK 10-26-26
57,32,19,6.03,0.84,26,25,sugarcane,vegetative,Single Super Phosphate
38,29,14,5.8,0.88,27,48,soybean,vegetative,Urea
27,10,23,5.68,1.23,28,29,rice,flowering,NPK 10-26-26
67,34,31,6.63,1.43,20,35,maize,maturity,NPK 12-32-16
64,29,27,5.73,1.13,25,53,sugarcane,maturity,MOP
20,18,25,5.78,1.29,34,50,wheat,maturity,NPK 12-32-16
41,31,27,6.1,0.67,24,55,groundnut,maturity,NPK 12-32-16
36,24,44,6.06,0.71,29,24,groundnut,vegetative,Single Super Phosphate
26,10,41,6.71,1.03,33,52,soybean,maturity,MOP
44,21,23,7.13,0.68,32,38,soybean,flowering,NPK 10-26-26
64,12,26,7.02,1.13,38,51,sugarcane,vegetative,Urea
23,20,29,6.02,0.79,30,42,maize,flowering,NPK 14-35-14
55,11,39,5.99,1.29,35,22,maize,flowering,NPK 14-35-14
25,25,34,7.43,1.31,35,20,wheat,flowering,DAP
50,18,25,5.52,0.96,22,55,wheat,vegetative,Urea
38,24,41,7.26,0.68,31,47,sugarcane,maturity,NPK 12-32-16
63,21,44,5.9,1.15,28,58,rice,flowering,NPK 14-35-14
58,10,26,7.39,1.49,20,24,maize,flowering,DAP
46,22,18,6.18,1.12,34,32,rice,maturity,NPK 12-32-16
29,23,26,6.38,0.54,29,30,rice,maturity,MOP
45,34,49,6.91,0.52,20,41,sugarcane,maturity,MOP
38,34,22,6.68,0.82,19,42,wheat,maturity,NPK 12-32-16
58,17,40,6.14,0.7,21,31,rice,flowering,NPK 14-35-14
22,17,42,6.61,1.31,35,40,sugarcane,vegetative,NPK 19-19-19
64,21,36,6.96,1.34,37,38,wheat,maturity,NPK 12-32-16
32,10,35,5.58,0.76,38,24,rice,maturity,MOP
69,20,30,5.52,0.83,31,43,rice,flowering,DAP
47,17,13,6.42,0.74,25,49,wheat,maturity,NPK 12-32-16
39,19,33,5.76,1.41,19,27,groundnut,flowering,NPK 10-26-26
47,28,31,6.83,1.0,36,21,wheat,flowering,NPK 10-26-26
27,20,44,5.93,1.16,27,53,soybean,flowering,NPK 14-35-14
60,16,19,6.37,0.92,22,42,soybean,flowering,NPK 14-35-14
58,20,36,5.9,1.13,28,22,sugarcane,maturity,MOP
20,26,20,6.6,0.89,26,43,sugarcane,vegetative,NPK 19-19-19
22,10,45,5.73,0.84,33,37,maize,maturity,MOP
32,30,34,5.55,1.13,22,56,soybean,vegetative,Urea
47,30,16,5.6,1.09,32,50,wheat,maturity,NPK 12-32-16
68,17,36,7.41,0.79,31,33,soybean,flowering,NPK 14-35-14
44,32,19,5.78,0.65,26,20,groundnut,maturity,NPK 12-32-16
52,33,27,6.92,0.87,37,33,sugarcane,flowering,NPK 10-26-26
57,15,26,5.64,0.92,22,24,groundnut,maturity,NPK 12-32-16
25,31,12,5.72,1.13,32,50,sugarcane,flowering,NPK 10-26-26
63,27,33,6.52,1.41,26,50,groundnut,vegetative,Single Super Phosphate
64,15,14,6.43,0.54,21,49,sugarcane,flowering,NPK 10-26-26
51,14,49,7.4,0.74,38,55,wheat,maturity,NPK 12-32-16
64,22,25,7.39,0.69,38,20,groundnut,flowering,DAP
66,28,47,7.06,1.0,21,22,rice,vegetative,Single Super Phosphate
40,31,29,6.7,0.93,37,39,sugarcane,vegetative,Single Super Phosphate
35,17,29,6.41,1.23,38,40,soybean,maturity,MOP
40,18,14,6.21,0.74,39,49,rice,flowering,NPK 10-26-26
30,26,21,7.39,1.09,24,49,soybean,maturity,NPK 12-32-16
56,12,12,6.71,1.38,32,24,sugarcane,flowering,DAP
55,28,38,6.66,1.41,39,29,wheat,vegetative,Single Super Phosphate
54,20,38,5.96,1.46,34,43,rice,maturity,NPK 12-32-16
38,33,22,5.59,1.27,35,58,rice,vegetative,NPK 19-19-19
39,26,16,7.39,1.41,24,25,sugarcane,flowering,DAP
37,30,18,6.13,0.73,36,29,groundnut,vegetative,NPK 19-19-19
66,28,30,6.39,0.7,27,29,sugarcane,flowering,NPK 10-26-26
60,11,40,5.73,0.51,30,44,sugarcane,maturity,NPK 12-32-16
68,17,26,7.17,1.21,19,33,maize,flowering,NPK 14-35-14
33,28,46,5.56,1.44,39,58,wheat,flowering,NPK 14-35-14
34,16,48,7.17,0.69,37,32,groundnut,maturity,NPK 12-32-16
50,26,23,5.78,1.14,28,30,wheat,maturity,NPK 12-32-16
20,15,41,7.27,1.25,22,58,sugarcane,vegetative,NPK 19-19-19
22,28,31,6.96,1.43,23,30,maize,flowering,NPK 10-26-26
35,33,48,5.83,1.15,20,35,sugarcane,flowering,NPK 10-26-26
42,15,14,6.63,1.47,18,52,sugarcane,vegetative,NPK 19-19-19
30,11,20,6.13,0.84,20,51,wheat,flowering,NPK 14-35-14
31,15,37,5.86,0.85,20,29,maize,flowering,NPK 14-35-14
29,32,13,7.22,1.04,39,34,wheat,maturity,NPK 12-32-16
51,14,34,6.31,0.88,21,35,sugarcane,maturity,NPK 12-32-16
35,28,34,6.3,0.5,24,46,soybean,maturity,NPK 12-32-16
27,29,32,5.84,1.23,32,51,rice,vegetative,NPK 19-19-19
57,13,27,6.27,1.25,28,25,groundnut,maturity,NPK 12-32-16
31,31,20,7.24,1.25,35,55,sugarcane,vegetative,Single Super Phosphate
43,26,24,6.23,0.85,29,27,groundnut,maturity,NPK 12-32-16
47,20,39,7.4,1.02,21,44,maize,flowering,NPK 14-35-14
27,13,38,7.39,0.86,28,26,soybean,flowering,NPK 14-35-14
47,22,28,5.79,0.52,23,36,groundnut,maturity,MOP
55,29,49,5.85,1.06,36,49,groundnut,maturity,MOP
45,26,47,7.23,0.62,35,21,maize,vegetative,Urea
27,18,12,6.29,0.58,32,36,sugarcane,flowering,NPK 10-26-26
69,13,29,5.51,1.26,20,23,sugarcane,maturity,NPK 12-32-16
47,32,20,6.05,0.51,34,45,rice,maturity,NPK 12-32-16
47,23,24,6.7,1.46,18,33,maize,flowering,NPK 14-35-14
56,28,26,7.1,1.02,19,27,soybean,maturity,NPK 12-32-16
60,12,15,5.77,1.48,36,24,rice,flowering,NPK 14-35-14
55,23,44,5.72,0.56,26,24,maize,maturity,NPK 12-32-16
46,17,35,7.34,1.08,25,24,sugarcane,flowering,NPK 14-35-14
36,33,47,7.0,0.85,29,46,rice,vegetative,NPK 19-19-19
28,10,21,6.68,1.34,32,24,sugarcane,maturity,MOP
52,19,47,7.04,0.86,24,22,wheat,maturity,MOP
39,27,31,6.36,0.76,38,57,wheat,maturity,NPK 12-32-16
32,25,22,7.02,1.36,33,49,rice,vegetative,Urea
47,17,23,6.24,0.87,24,20,rice,maturity,MOP
67,10,29,5.99,0.52,37,27,maize,maturity,NPK 12-32-16
48,21,41,6.96,0.89,38,32,soybean,flowering,DAP
32,17,48,6.34,1.15,29,39,soybean,maturity,MOP
65,33,31,7.46,0.75,34,25,wheat,maturity,NPK 12-32-16
54,25,36,6.2,0.93,28,27,wheat,flowering,NPK 14-35-14
25,27,23,7.34,0.56,21,49,wheat,vegetative,Urea
37,13,32,7.37,1.09,36,59,sugarcane,vegetative,Single Super Phosphate
24,15,36,5.98,1.26,19,34,soybean,flowering,DAP
66,21,22,7.1,0.91,19,29,rice,vegetative,NPK 19-19-19
44,18,20,6.37,0.92,34,52,wheat,vegetative,NPK 19-19-19
21,24,36,7.34,0.59,26,28,groundnut,maturity,NPK 12-32-16
29,25,46,6.4,0.7,39,52,maize,maturity,NPK 12-32-16
49,33,43,6.99,0.65,18,28,rice,maturity,NPK 12-32-16
69,21,25,6.43,0.98,27,33,rice,vegetative,NPK 19-19-19
64,33,12,5.96,1.03,32,51,rice,maturity,MOP
24,32,28,5.9,1.45,38,56,soybean,vegetative,Urea
52,23,36,6.35,0.57,32,25,wheat,maturity,MOP
20,22,19,7.01,1.1,38,24,maize,vegetative,NPK 19-19-19
37,34,16,6.71,1.03,19,23,sugarcane,flowering,NPK 14-35-14
51,11,16,6.88,1.02,31,35,maize,flowering,NPK 14-35-14
66,12,46,6.06,1.37,21,29,maize,maturity,NPK 12-32-16
68,33,30,6.46,0.71,35,50,groundnut,vegetative,Urea
30,31,34,5.59,0.54,26,50,maize,flowering,NPK 10-26-26
40,19,20,7.14,1.17,19,33,sugarcane,flowering,DAP
45,18,41,7.48,0.85,19,32,maize,maturity,NPK 12-32-16
44,29,27,6.31,0.52,35,23,groundnut,maturity,MOP
41,17,44,5.52,0.75,34,45,maize,vegetative,Single Super Phosphate
46,19,13,5.84,0.81,26,43,wheat,flowering,NPK 10-26-26
68,28,25,6.81,1.12,25,28,groundnut,vegetative,Urea
32,12,12,6.72,0.67,19,54,wheat,vegetative,Urea
52,33,37,7.08,0.91,19,34,wheat,maturity,MOP
53,14,36,6.01,0.98,22,43,rice,vegetative,Urea
60,12,27,7.03,0.96,29,50,groundnut,vegetative,Single Super Phosphate
54,25,26,6.88,1.47,33,38,maize,flowering,DAP
20,26,37,6.15,0.55,31,21,soybean,vegetative,Single Super Phosphate
40,24,27,6.59,1.45,37,21,soybean,flowering,DAP
67,12,25,5.79,1.08,19,55,soybean,flowering,NPK 14-35-14
25,21,40,6.41,1.3,25,56,sugarcane,vegetative,Single Super Phosphate
47,18,35,7.26,0.93,21,53,wheat,vegetative,Urea
36,30,26,6.34,0.95,37,58,wheat,flowering,NPK 14-35-14
24,21,30,7.18,1.38,26,38,wheat,vegetative,NPK 19-19-19
50,24,19,6.68,1.4,37,57,groundnut,flowering,DAP
24,11,45,5.88,0.74,36,42,sugarcane,vegetative,NPK 19-19-19
57,32,13,6.66,0.7,19,35,maize,flowering,NPK 14-35-14
22,27,38,6.51,1.0,33,25,rice,flowering,NPK 14-35-14
42,29,21,6.3,1.4,28,45,groundnut,maturity,NPK 12-32-16
56,21,46,5.74,0.82,25,41,wheat,vegetative,Urea
56,32,34,6.33,1.15,29,43,maize,flowering,NPK 10-26-26
29,13,19,5.65,1.21,20,59,soybean,flowering,NPK 14-35-14
29,32,39,5.7,1.28,30,40,rice,vegetative,Urea
38,25,34,6.33,1.06,19,49,soybean,vegetative,NPK 19-19-19
36,32,15,6.11,0.9,30,30,maize,vegetative,NPK 19-19-19
40,25,25,7.35,1.47,25,28,maize,maturity,MOP
